"Test Article Name","Study Conclusion","Trial Result","Microsomal Activation Used",Protocol,"Study View",CASRN,"NTP Study ID"
"Tetracycline hydrochloride",Equivocal,Positive,"Non-Induced S9","615800.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/615800.sift)","002-02879-0009-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02879-0009-0000-7)"," 64-75-5",615800
"Tetracycline hydrochloride",Equivocal,Equivocal,Nonactivation,"615800.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/615800.sift)","002-02879-0009-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02879-0009-0000-7)"," 64-75-5",615800
"Tetracycline hydrochloride",Equivocal,Inconclusive,Nonactivation,"615800.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/615800.sift)","002-02879-0009-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02879-0009-0000-7)"," 64-75-5",615800
"Tetracycline hydrochloride",Equivocal,Negative,Nonactivation,"615800.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/615800.sift)","002-02879-0009-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02879-0009-0000-7)"," 64-75-5",615800
"Tetraethylthiuram disulfide",Positive,Positive,Nonactivation,"986702.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/986702.sift)","002-02885-0009-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02885-0009-0000-4)"," 97-77-8",986702
"Tetrakis(hydroxymethyl)phosphonium chloride",Positive,Positive,Nonactivation,"824859.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/824859.sift)","002-02888-0009-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02888-0009-0000-7)"," 124-64-1",824859
"Tetrakis(hydroxymethyl)phosphonium sulfate",Positive,Positive,Nonactivation,"981818.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/981818.sift)","002-02889-0008-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02889-0008-0000-7)"," 55566-30-8",981818
Thioacetamide,Positive,Positive,"Induced S9","G54577.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G54577.sift)","002-02902-0002-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02902-0002-0000-7)"," 62-55-5",G54577
Thioacetamide,Positive,Rejected,"Induced S9","G54577.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G54577.sift)","002-02902-0002-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02902-0002-0000-7)"," 62-55-5",G54577
Thioacetamide,Positive,"Negative and Non-Toxic","Non-Induced S9","G54577.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G54577.sift)","002-02902-0002-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02902-0002-0000-7)"," 62-55-5",G54577
Thioacetamide,Positive,Positive,"Non-Induced S9","G54577.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G54577.sift)","002-02902-0002-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02902-0002-0000-7)"," 62-55-5",G54577
Thioacetamide,Positive,Inconclusive,Nonactivation,"G54577.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G54577.sift)","002-02902-0002-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02902-0002-0000-7)"," 62-55-5",G54577
Thioacetamide,Positive,Positive,Nonactivation,"G54577.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G54577.sift)","002-02902-0002-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02902-0002-0000-7)"," 62-55-5",G54577
Thioacetamide,Positive,"Negative and Non-Toxic","Induced S9","G77936.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G77936.sift)","002-02902-0003-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02902-0003-0000-8)"," 62-55-5",G77936
Thioacetamide,Positive,Positive,Nonactivation,"G77936.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G77936.sift)","002-02902-0003-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02902-0003-0000-8)"," 62-55-5",G77936
Thiourea,Positive,Positive,"Induced S9","G27458.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G27458.sift)","002-02910-0002-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02910-0002-0000-6)"," 62-56-6",G27458
Thiourea,Positive,"Negative and Non-Toxic",Nonactivation,"G27458.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G27458.sift)","002-02910-0002-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02910-0002-0000-6)"," 62-56-6",G27458
Thiourea,Negative,Inconclusive,"Induced S9","G70792.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G70792.sift)","002-02910-0003-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02910-0003-0000-7)"," 62-56-6",G70792
Thiourea,Negative,"Negative and Non-Toxic","Induced S9","G70792.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G70792.sift)","002-02910-0003-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02910-0003-0000-7)"," 62-56-6",G70792
Thiourea,Negative,Inconclusive,"Non-Induced S9","G70792.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G70792.sift)","002-02910-0003-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02910-0003-0000-7)"," 62-56-6",G70792
Thiourea,Negative,"Negative and Non-Toxic","Non-Induced S9","G70792.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G70792.sift)","002-02910-0003-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02910-0003-0000-7)"," 62-56-6",G70792
Thiourea,Negative,Inconclusive,Nonactivation,"G70792.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G70792.sift)","002-02910-0003-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02910-0003-0000-7)"," 62-56-6",G70792
Thiourea,Negative,"Negative and Non-Toxic",Nonactivation,"G70792.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G70792.sift)","002-02910-0003-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02910-0003-0000-7)"," 62-56-6",G70792
Quinoline,Positive,,Nonactivation,"359723.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/359723.sift)","002-02766-0016-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02766-0016-0000-0)"," 91-22-5",359723
Reserpine,Negative,"Negative and Non-Toxic","Induced S9","562201.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/562201.sift)","002-02769-0017-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02769-0017-0000-4)"," 50-55-5",562201
Reserpine,Negative,Positive,"Induced S9","562201.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/562201.sift)","002-02769-0017-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02769-0017-0000-4)"," 50-55-5",562201
Reserpine,Negative,"Negative and Non-Toxic",Nonactivation,"562201.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/562201.sift)","002-02769-0017-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02769-0017-0000-4)"," 50-55-5",562201
Resorcinol,Positive,Positive,Nonactivation,"743596.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/743596.sift)","002-02771-0015-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02771-0015-0000-5)"," 108-46-3",743596
"Rhodamine 6G",Positive,Negative,"Induced S9","039603.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/039603.sift)","002-02779-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02779-0008-0000-5)"," 989-38-8",039603
"Rhodamine 6G",Positive,Equivocal,Nonactivation,"039603.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/039603.sift)","002-02779-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02779-0008-0000-5)"," 989-38-8",039603
"Rhodamine 6G",Positive,Positive,Nonactivation,"039603.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/039603.sift)","002-02779-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02779-0008-0000-5)"," 989-38-8",039603
Rotenone,Positive,Negative,Nonactivation,"542524.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/542524.sift)","002-02784-0015-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02784-0015-0000-9)"," 83-79-4",542524
Rotenone,Positive,Positive,Nonactivation,"542524.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/542524.sift)","002-02784-0015-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02784-0015-0000-9)"," 83-79-4",542524
Roxarsone,Positive,Negative,"Induced S9","941114.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/941114.sift)","002-02785-0009-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02785-0009-0000-3)"," 121-19-7",941114
Roxarsone,Positive,Rejected,"Induced S9","941114.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/941114.sift)","002-02785-0009-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02785-0009-0000-3)"," 121-19-7",941114
Roxarsone,Positive,Negative,Nonactivation,"941114.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/941114.sift)","002-02785-0009-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02785-0009-0000-3)"," 121-19-7",941114
Roxarsone,Positive,Positive,Nonactivation,"941114.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/941114.sift)","002-02785-0009-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02785-0009-0000-3)"," 121-19-7",941114
Safrole,Positive,Inconclusive,"Induced S9","271390.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/271390.sift)","002-02792-0005-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0005-0000-7)"," 94-59-7",271390
Safrole,Positive,Positive,"Induced S9","271390.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/271390.sift)","002-02792-0005-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0005-0000-7)"," 94-59-7",271390
Safrole,Positive,Negative,Nonactivation,"271390.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/271390.sift)","002-02792-0005-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0005-0000-7)"," 94-59-7",271390
Safrole,Positive,Positive,Nonactivation,"271390.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/271390.sift)","002-02792-0005-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0005-0000-7)"," 94-59-7",271390
Safrole,Positive,Rejected,Nonactivation,"271390.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/271390.sift)","002-02792-0005-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0005-0000-7)"," 94-59-7",271390
Safrole,Positive,Positive,"Induced S9","402751.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/402751.sift)","002-02792-0006-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0006-0000-8)"," 94-59-7",402751
Safrole,Positive,Inconclusive,Nonactivation,"402751.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/402751.sift)","002-02792-0006-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0006-0000-8)"," 94-59-7",402751
Safrole,Positive,Negative,Nonactivation,"402751.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/402751.sift)","002-02792-0006-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0006-0000-8)"," 94-59-7",402751
Safrole,Positive,Negative,"Induced S9","421768.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/421768.sift)","002-02792-0007-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0007-0000-9)"," 94-59-7",421768
Safrole,Positive,Positive,"Induced S9","421768.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/421768.sift)","002-02792-0007-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0007-0000-9)"," 94-59-7",421768
Safrole,Positive,Positive,"Non-Induced S9","421768.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/421768.sift)","002-02792-0007-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0007-0000-9)"," 94-59-7",421768
Safrole,Positive,Inconclusive,Nonactivation,"421768.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/421768.sift)","002-02792-0007-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0007-0000-9)"," 94-59-7",421768
Safrole,Positive,Negative,Nonactivation,"421768.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/421768.sift)","002-02792-0007-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02792-0007-0000-9)"," 94-59-7",421768
"Selenium sulfide",Positive,"Negative and Non-Toxic","Induced S9","124703.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/124703.sift)","002-02797-0013-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02797-0013-0000-1)"," 7446-34-6",124703
"Selenium sulfide",Positive,Positive,Nonactivation,"124703.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/124703.sift)","002-02797-0013-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02797-0013-0000-1)"," 7446-34-6",124703
"Sodium (2-ethylhexyl)alcohol sulfate",Negative,Inconclusive,"Induced S9","647561.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/647561.sift)","002-02806-0005-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02806-0005-0000-3)"," 126-92-1",647561
"Sodium (2-ethylhexyl)alcohol sulfate",Negative,Negative,"Induced S9","647561.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/647561.sift)","002-02806-0005-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02806-0005-0000-3)"," 126-92-1",647561
"Sodium (2-ethylhexyl)alcohol sulfate",Negative,Negative,Nonactivation,"647561.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/647561.sift)","002-02806-0005-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02806-0005-0000-3)"," 126-92-1",647561
"Sodium (2-ethylhexyl)alcohol sulfate",Negative,Positive,Nonactivation,"647561.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/647561.sift)","002-02806-0005-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02806-0005-0000-3)"," 126-92-1",647561
"Sodium (2-ethylhexyl)alcohol sulfate",Negative,Rejected,Nonactivation,"647561.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/647561.sift)","002-02806-0005-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02806-0005-0000-3)"," 126-92-1",647561
"Sodium bifluoride",Positive,Equivocal,Nonactivation,"113452.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/113452.sift)","002-02811-0001-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02811-0001-0000-5)"," 51273-71-3",113452
"Sodium bifluoride",Positive,Positive,Nonactivation,"113452.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/113452.sift)","002-02811-0001-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02811-0001-0000-5)"," 51273-71-3",113452
"Sodium bifluoride",Positive,Positive,Nonactivation,"130535.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/130535.sift)","002-02811-0002-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02811-0002-0000-6)"," 51273-71-3",130535
"Sodium chloride",Negative,"Negative and Non-Toxic","Induced S9","681631.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/681631.sift)","002-02814-0007-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02814-0007-0000-4)"," 7647-14-5",681631
"Sodium chloride",Negative,"Negative and Non-Toxic",Nonactivation,"681631.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/681631.sift)","002-02814-0007-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02814-0007-0000-4)"," 7647-14-5",681631
"Sodium chloride",Negative,,Nonactivation,"681631.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/681631.sift)","002-02814-0007-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02814-0007-0000-4)"," 7647-14-5",681631
"Sodium chloride",Positive,Equivocal,"Induced S9","920073.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/920073.sift)","002-02814-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02814-0008-0000-5)"," 7647-14-5",920073
"Sodium chloride",Positive,Negative,"Induced S9","920073.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/920073.sift)","002-02814-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02814-0008-0000-5)"," 7647-14-5",920073
"Sodium chloride",Positive,Positive,Nonactivation,"920073.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/920073.sift)","002-02814-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02814-0008-0000-5)"," 7647-14-5",920073
"Sodium diethyldithiocarbamate",Positive,Positive,Nonactivation,"456551.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/456551.sift)","002-02820-0008-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02820-0008-0000-2)"," 148-18-5",456551
"Sodium dodecyl sulfate",Negative,Inconclusive,"Induced S9","333852.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/333852.sift)","002-02821-0005-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02821-0005-0000-0)"," 151-21-3",333852
"Sodium dodecyl sulfate",Negative,Negative,"Induced S9","333852.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/333852.sift)","002-02821-0005-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02821-0005-0000-0)"," 151-21-3",333852
"Sodium dodecyl sulfate",Negative,Equivocal,Nonactivation,"333852.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/333852.sift)","002-02821-0005-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02821-0005-0000-0)"," 151-21-3",333852
"Sodium dodecyl sulfate",Negative,Inconclusive,Nonactivation,"333852.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/333852.sift)","002-02821-0005-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02821-0005-0000-0)"," 151-21-3",333852
